レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,チーム名,合計年齢,水路,時間,大会新,LAPタイム,選手名,飛込タイム,タイム
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,4,セ・おおたか,166歳,3/2,2:09.93,,"35.39,1:05.76,1:39.73",前田光輝,0.64,30.2
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,5,セ・大森,174歳,3/1,2:12.96,,"37.5,1:20.44,1:47.42",小林弘典,0.74,37.50
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,5,セ・大森,174歳,3/1,2:12.96,,"37.5,1:20.44,1:47.42",伊藤正二,0.44,42.94
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,5,セ・大森,174歳,3/1,2:12.96,,"37.5,1:20.44,1:47.42",内藤寿輝,0.38,26.98
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,5,セ・大森,174歳,3/1,2:12.96,,"37.5,1:20.44,1:47.42",島脇晃也,0.29,25.54
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,6,セ・慶應日吉,184歳,3/3,2:13.68,,"33.31,1:18.97,1:44.97",河野悟,0.66,33.31
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,6,セ・慶應日吉,184歳,3/3,2:13.68,,"33.31,1:18.97,1:44.97",穴田啓樹,0.48,45.66
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,6,セ・慶應日吉,184歳,3/3,2:13.68,,"33.31,1:18.97,1:44.97",菅原啓,0.44,26
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,6,セ・慶應日吉,184歳,3/3,2:13.68,,"33.31,1:18.97,1:44.97",松崎敏明,0.4,28.71
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,7,セ・成瀬,168歳,3/10,2:19.20,,"38.77,1:14.76,1:43.86",栗原大輔,0.64,38.77
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,7,セ・成瀬,168歳,3/10,2:19.20,,"38.77,1:14.76,1:43.86",荒井優吾,0.88,35.99
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,7,セ・成瀬,168歳,3/10,2:19.20,,"38.77,1:14.76,1:43.86",石井将太,0.32,29.1
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,7,セ・成瀬,168歳,3/10,2:19.20,,"38.77,1:14.76,1:43.86",高橋潤,0.54,35.34
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,8,セ・福生,182歳,2/2,2:27.02,,"43.83,1:25.69,1:57.10",小田島丈典,0.77,43.83
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,8,セ・福生,182歳,2/2,2:27.02,,"43.83,1:25.69,1:57.10",菅原弘貴,0.36,41.86
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,8,セ・福生,182歳,2/2,2:27.02,,"43.83,1:25.69,1:57.10",桐本兼輔,0.49,31.41
No.12,男子,4x50mメドレ-リレ-,1:45.47,1:46.32,160~199歳,1:51.35,8,セ・福生,182歳,2/2,2:27.02,,"43.83,1:25.69,1:57.10",宮崎健,0.13,29.92
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,1,ミズノMT,130歳,3/9,1:55.28,,"29.45,1:01.32,1:30.62",山口雅文,0.71,29.45
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,1,ミズノMT,130歳,3/9,1:55.28,,"29.45,1:01.32,1:30.62",入江徹,0.46,31.87
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,1,ミズノMT,130歳,3/9,1:55.28,,"29.45,1:01.32,1:30.62",谷口太文,0.45,29.3
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,1,ミズノMT,130歳,3/9,1:55.28,,"29.45,1:01.32,1:30.62",安芸祐作,0.37,24.66
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,2,セ・二俣川,144歳,4/7,1:59.22,,"34.18,1:04.40,1:33.51",杉山大亜,0.62,34.18
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,2,セ・二俣川,144歳,4/7,1:59.22,,"34.18,1:04.40,1:33.51",立石裕太郎,0.26,30.22
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,2,セ・二俣川,144歳,4/7,1:59.22,,"34.18,1:04.40,1:33.51",鈴木遼,0.23,29.11
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,2,セ・二俣川,144歳,4/7,1:59.22,,"34.18,1:04.40,1:33.51",前田崇行,0.41,25.71
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,3,セ・柏,133歳,4/5,1:59.92,,"30.55,1:03.36,1:30.21",廣川大起,0.52,30.55
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,3,セ・柏,133歳,4/5,1:59.92,,"30.55,1:03.36,1:30.21",長田裕史,0.17,32.81
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,3,セ・柏,133歳,4/5,1:59.92,,"30.55,1:03.36,1:30.21",川口皓生,0.37,26.85
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,3,セ・柏,133歳,4/5,1:59.92,,"30.55,1:03.36,1:30.21",磯貝知弘,0.62,29.71
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,4,セ・阿佐谷,153歳,4/3,2:05.67,,"31.91,1:11.67,1:40.27",棚網宏之,0.57,31.91
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,4,セ・阿佐谷,153歳,4/3,2:05.67,,"31.91,1:11.67,1:40.27",和田亮,0.44,39.76
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,4,セ・阿佐谷,153歳,4/3,2:05.67,,"31.91,1:11.67,1:40.27",椎本恭平,0.32,28.6
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,4,セ・阿佐谷,153歳,4/3,2:05.67,,"31.91,1:11.67,1:40.27",和田弘太郎,0.12,25.4
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,5,セ・用賀,149歳,3/8,2:06.29,,"31.51,1:04.25,1:38.55",室坂拓真,0.59,31.51
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,5,セ・用賀,149歳,3/8,2:06.29,,"31.51,1:04.25,1:38.55",青木海斗,0.21,32.74
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,5,セ・用賀,149歳,3/8,2:06.29,,"31.51,1:04.25,1:38.55",飯田正敏,0.28,34.3
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,5,セ・用賀,149歳,3/8,2:06.29,,"31.51,1:04.25,1:38.55",神部孝高,0.33,27.74
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,6,セ・長津田,142歳,3/7,2:12.58,,"36.34,1:12.80,1:42.94",矢作歩,0.92,36.34
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,6,セ・長津田,142歳,3/7,2:12.58,,"36.34,1:12.80,1:42.94",岡村勝重,0.37,36.46
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,6,セ・長津田,142歳,3/7,2:12.58,,"36.34,1:12.80,1:42.94",村田雅治,0.47,30.14
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,6,セ・長津田,142歳,3/7,2:12.58,,"36.34,1:12.80,1:42.94",竹下翔,0.61,29.64
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,6,セ・長津田,142歳,3/7,2:12.58,,"33.16,1:12.61,1:47.56",伊藤孝優,0.75,33.16
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,6,セ・長津田,142歳,3/7,2:12.58,,"33.16,1:12.61,1:47.56",高田義久,0.33,39.45
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,6,セ・長津田,142歳,3/7,2:12.58,,"33.16,1:12.61,1:47.56",鈴木直哉,0.58,34.95
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,6,セ・長津田,142歳,3/7,2:12.58,,"33.16,1:12.61,1:47.56",田村翔,,
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,6,セ・長津田,142歳,3/7,2:12.58,,"36.31,1:14.24,1:48.36",皆川雅登,0.79,36.31
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,6,セ・長津田,142歳,3/7,2:12.58,,"36.31,1:14.24,1:48.36",手塚一智,0.17,37.93
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,6,セ・長津田,142歳,3/7,2:12.58,,"36.31,1:14.24,1:48.36",山本英男,0.22,34.12
No.12,男子,4x50mメドレ-リレ-,1:42.06,1:42.09,120~159歳,1:52.11,6,セ・長津田,142歳,3/7,2:12.58,,"36.31,1:14.24,1:48.36",日吉将輝,,
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,1,セ・天王洲,117歳,4/2,1:58.38,,"29.27,1:02.63,1:30.17",中村翼,0.60,29.27
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,1,セ・天王洲,117歳,4/2,1:58.38,,"29.27,1:02.63,1:30.17",加間英貴,0.29,33.36
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,1,セ・天王洲,117歳,4/2,1:58.38,,"29.27,1:02.63,1:30.17",小野健,0.42,27.54
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,1,セ・天王洲,117歳,4/2,1:58.38,,"29.27,1:02.63,1:30.17",寺田遼太,0.61,28.21
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,2,セ・二俣川,)88歳,4/6,2:00.30,,"33.31,1:05.19,1:33.99",田中啓二朗,0.59,33.31
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,2,セ・二俣川,)88歳,4/6,2:00.30,,"33.31,1:05.19,1:33.99",田中壮一郎,0.47,31.88
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,2,セ・二俣川,)88歳,4/6,2:00.30,,"33.31,1:05.19,1:33.99",山﨑陸真,0.6,28.8
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,2,セ・二俣川,)88歳,4/6,2:00.30,,"33.31,1:05.19,1:33.99",秋澤裕介,0.24,26.31
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,3,セ・清瀬,)93歳,4/1,2:01.56,,"30.11,1:05.32,1:33.55",萩原裕大,0.62,30.11
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,3,セ・清瀬,)93歳,4/1,2:01.56,,"30.11,1:05.32,1:33.55",西沢歩,0.44,35.21
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,3,セ・清瀬,)93歳,4/1,2:01.56,,"30.11,1:05.32,1:33.55",今里昂哉,0.44,28.23
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,3,セ・清瀬,)93歳,4/1,2:01.56,,"30.11,1:05.32,1:33.55",金子智哉,0.53,28.01
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,4,セ・葛西,104歳,4/4,2:03.74,,"33.23,1:05.08,1:32.89",加納聖士,0.86,33.23
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,4,セ・葛西,104歳,4/4,2:03.74,,"33.23,1:05.08,1:32.89",前島悠也,0.19,31.85
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,4,セ・葛西,104歳,4/4,2:03.74,,"33.23,1:05.08,1:32.89",泉翔太,0.48,27.81
No.12,男子,4x50mメドレ-リレ-,1:41.78,1:41.78,72~119歳,1:46.47,4,セ・葛西,104歳,4/4,2:03.74,,"33.23,1:05.08,1:32.89",前納爽太,0.3,30.85
No.17,混合,4x50mメドレ-リレ-,2:55.98,2:55.98,320~359歳,3:18.01,1,セ・成城,321歳,1/7,3:36.59,,"1:02.29,2:09.38,2:35.71",大塚裕子,0.56,1:02.29
No.17,混合,4x50mメドレ-リレ-,2:55.98,2:55.98,320~359歳,3:18.01,1,セ・成城,321歳,1/7,3:36.59,,"1:02.29,2:09.38,2:35.71",上田寿美子,0.73,1:07.09
No.17,混合,4x50mメドレ-リレ-,2:55.98,2:55.98,320~359歳,3:18.01,1,セ・成城,321歳,1/7,3:36.59,,"1:02.29,2:09.38,2:35.71",吉田亮,0.81,26.33
No.17,混合,4x50mメドレ-リレ-,2:55.98,2:55.98,320~359歳,3:18.01,1,セ・成城,321歳,1/7,3:36.59,,"1:02.29,2:09.38,2:35.71",松下達一,,1:00.88
No.17,混合,4x50mメドレ-リレ-,2:19.17,2:26.90,280~319歳,2:48.17,1,セ・成瀬,282歳,1/4,3:10.21,,"51.61,1:40.46,2:28.59",中平信子,0.74,51.61
No.17,混合,4x50mメドレ-リレ-,2:19.17,2:26.90,280~319歳,2:48.17,1,セ・成瀬,282歳,1/4,3:10.21,,"51.61,1:40.46,2:28.59",米澤美智子,0.56,48.85
No.17,混合,4x50mメドレ-リレ-,2:19.17,2:26.90,280~319歳,2:48.17,1,セ・成瀬,282歳,1/4,3:10.21,,"51.61,1:40.46,2:28.59",柏木治久,0.68,48.13
No.17,混合,4x50mメドレ-リレ-,2:19.17,2:26.90,280~319歳,2:48.17,1,セ・成瀬,282歳,1/4,3:10.21,,"51.61,1:40.46,2:28.59",服部陽一,0.94,41.62
No.17,混合,4x50mメドレ-リレ-,2:19.17,2:26.90,280~319歳,2:48.17,2,セ・阿佐谷,282歳,1/8,3:50.33,,"53.18,1:50.49,3:02.61",宇佐美栄二,0.75,53.18
No.17,混合,4x50mメドレ-リレ-,2:19.17,2:26.90,280~319歳,2:48.17,2,セ・阿佐谷,282歳,1/8,3:50.33,,"53.18,1:50.49,3:02.61",伴野保志,0.72,57.31
No.17,混合,4x50mメドレ-リレ-,2:19.17,2:26.90,280~319歳,2:48.17,2,セ・阿佐谷,282歳,1/8,3:50.33,,"53.18,1:50.49,3:02.61",近藤みゆき,0.65,1:12.12
No.17,混合,4x50mメドレ-リレ-,2:19.17,2:26.90,280~319歳,2:48.17,2,セ・阿佐谷,282歳,1/8,3:50.33,,"53.18,1:50.49,3:02.61",三嶋祐子,0.83,47.72
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,1,セ・二俣川,246歳,3/10,2:36.03,,"35.71,1:20.54,1:59.04",下家成人,0.76,35.71
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,1,セ・二俣川,246歳,3/10,2:36.03,,"35.71,1:20.54,1:59.04",若島健二,0.6,44.83
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,1,セ・二俣川,246歳,3/10,2:36.03,,"35.71,1:20.54,1:59.04",武井麻知子,0.36,38.5
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,1,セ・二俣川,246歳,3/10,2:36.03,,"35.71,1:20.54,1:59.04",上野真弓,0.19,36.99
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,2,ザノス鶴見,242歳,2/8,2:42.21,,"46.15,1:24.70,1:58.58",小林弘子,0.73,46.15
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,2,ザノス鶴見,242歳,2/8,2:42.21,,"46.15,1:24.70,1:58.58",楊華,0.51,38.55
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,2,ザノス鶴見,242歳,2/8,2:42.21,,"46.15,1:24.70,1:58.58",杉原祥之,0.38,33.88
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,2,ザノス鶴見,242歳,2/8,2:42.21,,"46.15,1:24.70,1:58.58",伊藤幸英,0.28,43.63
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,3,セ・成城,247歳,2/7,2:45.51,,"48.9,1:23.65,2:06.18",吉野治子,0.72,48.90
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,3,セ・成城,247歳,2/7,2:45.51,,"48.9,1:23.65,2:06.18",石井龍,0.51,34.75
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,3,セ・成城,247歳,2/7,2:45.51,,"48.9,1:23.65,2:06.18",浦田昌和,0.55,42.53
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,3,セ・成城,247歳,2/7,2:45.51,,"48.9,1:23.65,2:06.18",高梨美樹,0.52,39.33
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,4,セ・長津田,244歳,2/2,2:55.94,,"46.63,1:38.06,2:14.40",西森文史郎,0.68,46.63
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,4,セ・長津田,244歳,2/2,2:55.94,,"46.63,1:38.06,2:14.40",三沢弘美,0.33,51.43
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,4,セ・長津田,244歳,2/2,2:55.94,,"46.63,1:38.06,2:14.40",池谷千尋,0.28,36.34
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,4,セ・長津田,244歳,2/2,2:55.94,,"46.63,1:38.06,2:14.40",小池淳子,0.55,41.54
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,5,セ・阿佐谷,244歳,1/5,2:57.23,,"52.12,1:37.30,2:14.27",相澤紋美,0.77,52.12
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,5,セ・阿佐谷,244歳,1/5,2:57.23,,"52.12,1:37.30,2:14.27",村田幸士郎,0.65,45.18
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,5,セ・阿佐谷,244歳,1/5,2:57.23,,"52.12,1:37.30,2:14.27",大川明徳,0.53,36.97
No.17,混合,4x50mメドレ-リレ-,2:07.56,2:13.81,240~279歳,2:13.81,5,セ・阿佐谷,244歳,1/5,2:57.23,,"52.12,1:37.30,2:14.27",宮田ひとみ,0.54,42.96
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,1,セ・阿佐谷,200歳,3/2,2:23.47,,"41.02,1:17.61,1:48.05",棚網恵理,0.70,41.02
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,1,セ・阿佐谷,200歳,3/2,2:23.47,,"41.02,1:17.61,1:48.05",北川貴義,0.44,36.59
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,1,セ・阿佐谷,200歳,3/2,2:23.47,,"41.02,1:17.61,1:48.05",棚網宏之,0.46,30.44
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,1,セ・阿佐谷,200歳,3/2,2:23.47,,"41.02,1:17.61,1:48.05",石原なおみ,0.52,35.42
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,2,セ・成城,230歳,2/5,2:37.66,,"44.73,1:33.50,2:01.83",若宮強,0.73,44.73
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,2,セ・成城,230歳,2/5,2:37.66,,"44.73,1:33.50,2:01.83",森直子,0.52,48.77
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,2,セ・成城,230歳,2/5,2:37.66,,"44.73,1:33.50,2:01.83",井口暢彦,0.65,28.33
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,2,セ・成城,230歳,2/5,2:37.66,,"44.73,1:33.50,2:01.83",高柳祐子,0.59,35.83
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,3,セ・成瀬,202歳,2/3,2:42.45,,"39.8,1:35.11,2:04.40",栗原大輔,0.58,39.80
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,3,セ・成瀬,202歳,2/3,2:42.45,,"39.8,1:35.11,2:04.40",久松葉子,0.93,55.31
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,3,セ・成瀬,202歳,2/3,2:42.45,,"39.8,1:35.11,2:04.40",石井将太,0.77,29.29
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,3,セ・成瀬,202歳,2/3,2:42.45,,"39.8,1:35.11,2:04.40",篠倉有美,0.7,38.05
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,4,セ・慶應日吉,231歳,1/6,3:04.89,,"1:00.08,1:43.87,2:17.78",榮真須美,0.75,1:00.08
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,4,セ・慶應日吉,231歳,1/6,3:04.89,,"1:00.08,1:43.87,2:17.78",久保田裕一,0.61,43.79
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,4,セ・慶應日吉,231歳,1/6,3:04.89,,"1:00.08,1:43.87,2:17.78",門倉孝行,0.79,33.91
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,4,セ・慶應日吉,231歳,1/6,3:04.89,,"1:00.08,1:43.87,2:17.78",原田由美子,0.72,47.11
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,5,セ・川越,200歳,1/2,3:05.88,,"54.33,1:53.12,2:27.14",岩朋実,1.17,54.33
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,5,セ・川越,200歳,1/2,3:05.88,,"54.33,1:53.12,2:27.14",楢橋章,,58.79
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,5,セ・川越,200歳,1/2,3:05.88,,"54.33,1:53.12,2:27.14",高橋由子,0.62,34.02
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,5,セ・川越,200歳,1/2,3:05.88,,"54.33,1:53.12,2:27.14",今井英大,0.86,38.74
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,5,セ・川越,200歳,1/2,3:05.88,,"54.33,1:53.12,2:27.14",寺田貴洋,,
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,5,セ・川越,200歳,1/2,3:05.88,,"54.33,1:53.12,2:27.14",永瀬秀子,,
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,5,セ・川越,200歳,1/2,3:05.88,,"54.33,1:53.12,2:27.14",永瀬知之,,
No.17,混合,4x50mメドレ-リレ-,1:57.86,2:00.33,200~239歳,2:08.68,5,セ・川越,200歳,1/2,3:05.88,,"54.33,1:53.12,2:27.14",松川律子,,
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,1,セ・長津田,172歳,4/8,2:13.91,,"36.52,1:12.37,1:44.42",矢作歩,0.81,36.52
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,1,セ・長津田,172歳,4/8,2:13.91,,"36.52,1:12.37,1:44.42",祖川久茂,0.09,35.85
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,1,セ・長津田,172歳,4/8,2:13.91,,"36.52,1:12.37,1:44.42",吉村華余,0.41,32.05
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,1,セ・長津田,172歳,4/8,2:13.91,,"36.52,1:12.37,1:44.42",川北恵,0.21,29.49
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,2,セ・二俣川,171歳,4/10,2:21.53,,"43.72,1:16.08,1:43.39",草野茜,0.65,43.72
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,2,セ・二俣川,171歳,4/10,2:21.53,,"43.72,1:16.08,1:43.39",立石裕太郎,0.3,32.36
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,2,セ・二俣川,171歳,4/10,2:21.53,,"43.72,1:16.08,1:43.39",鶴谷学,0.41,27.31
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,2,セ・二俣川,171歳,4/10,2:21.53,,"43.72,1:16.08,1:43.39",吉池奈々,0.51,38.14
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,3,ザノス川崎,196歳,2/6,2:30.19,,"33.81,1:20.40,1:56.31",河野大和,0.67,33.81
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,3,ザノス川崎,196歳,2/6,2:30.19,,"33.81,1:20.40,1:56.31",古川賢一郎,0.91,46.59
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,3,ザノス川崎,196歳,2/6,2:30.19,,"33.81,1:20.40,1:56.31",日下幸子,0.69,35.91
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,3,ザノス川崎,196歳,2/6,2:30.19,,"33.81,1:20.40,1:56.31",錦織佳奈子,0.57,33.88
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,4,セ・成城,192歳,3/9,2:34.15,,"37.19,1:28.50,1:59.49",羽田浩一,0.68,37.19
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,4,セ・成城,192歳,3/9,2:34.15,,"37.19,1:28.50,1:59.49",伊藤ゆかり,0.69,51.31
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,4,セ・成城,192歳,3/9,2:34.15,,"37.19,1:28.50,1:59.49",村守,0.22,30.99
No.17,混合,4x50mメドレ-リレ-,1:53.25,1:55.11,160~199歳,2:07.28,4,セ・成城,192歳,3/9,2:34.15,,"37.19,1:28.50,1:59.49",岩田愛恵,0.38,34.66
